Counter,Date/time,Latitude (deg),Longitude (deg),Altitude (km),B_x,B_y,B_z
201,2022-04-30 16:39:25.662999,-4.311243101498215,-73.2629879877157,421.6273093392443,13.271803855895996,7.791254043579102,2.7769322395324707
202,2022-04-30 16:39:38.065985,-4.941600419003117,-72.81518990090065,421.7849827407152,13.417973518371582,7.870753765106201,2.229161500930786
203,2022-04-30 16:39:50.565401,-5.576439135522107,-72.36297747315318,421.9474591818816,13.188982963562012,8.071279525756836,2.0619497299194336
204,2022-04-30 16:40:03.046490,-6.209875047229604,-71.91036959549598,422.113226124982,13.252167701721191,8.026976585388184,1.6774307489395142
205,2022-04-30 16:40:15.521890,-6.842498869908691,-71.45678604593881,422.2823835896255,13.315672874450684,8.103212356567383,1.2397181987762451
206,2022-04-30 16:40:27.974170,-7.473376431923743,-71.00273935257363,422.45462264500645,13.102409362792969,8.248568534851074,0.883507490158081
207,2022-04-30 16:40:40.387403,-8.101652747701053,-70.5486949553449,422.629634247558,13.022008895874023,8.387667655944824,0.5151197910308838
208,2022-04-30 16:40:52.801159,-8.729281178502287,-70.093086262647,422.8078947183094,12.894362449645996,8.476252555847168,0.10369415581226349
209,2022-04-30 16:41:05.300959,-9.360524611163603,-69.63263029930756,422.99059595734064,12.798852920532227,8.31946086883545,-0.35207846760749817
210,2022-04-30 16:41:17.836230,-9.992763227965096,-69.16903486846488,423.17697156410014,12.754125595092773,8.398253440856934,-0.8475087881088257
211,2022-04-30 16:41:30.304061,-10.620755020445701,-68.70598131754812,423.3654029649641,12.859548568725586,8.569533348083496,-1.3579174280166626
212,2022-04-30 16:41:42.821835,-11.250357236616946,-68.23898190740023,423.5575775887288,12.92145824432373,8.561469078063965,-1.9126932621002197
213,2022-04-30 16:41:55.307016,-11.87736114391274,-67.77097681736709,423.75215226880704,12.702696800231934,8.597517967224121,-2.282331705093384
214,2022-04-30 16:42:07.786244,-12.503050794438371,-67.3008433879182,423.94944312185606,12.772172927856445,8.664676666259766,-2.501718282699585
215,2022-04-30 16:42:20.186224,-13.123705000620125,-66.83123157639842,424.1481758819871,12.79840087890625,8.821662902832031,-2.9913556575775146
216,2022-04-30 16:42:32.606247,-13.74424488936164,-66.35826125600708,424.34983365858034,12.805466651916504,8.878449440002441,-3.5359809398651123
217,2022-04-30 16:42:45.106230,-14.367584505606498,-65.8794849510817,424.55532552450046,12.933891296386719,8.919260025024414,-3.7744858264923096
218,2022-04-30 16:42:57.626231,-14.990665694814368,-65.39701823423266,424.7636020030412,13.112051963806152,9.130996704101562,-4.421194076538086
219,2022-04-30 16:43:10.136878,-15.611960405467794,-64.91184673247554,424.97407736924333,13.13059139251709,9.145575523376465,-4.6821980476379395
220,2022-04-30 16:43:22.636216,-16.231311241862095,-64.42390806945114,425.1866109901942,13.105477333068848,9.262654304504395,-5.364621639251709
221,2022-04-30 16:43:35.163740,-16.850609305298686,-63.931504263990455,425.401774922271,13.069772720336914,9.331360816955566,-5.583876609802246
222,2022-04-30 16:43:47.686232,-17.468140995098658,-63.435782143699484,425.61889700334,13.174768447875977,9.386427879333496,-5.821598052978516
223,2022-04-30 16:44:00.214567,-18.084375910609495,-62.93615718705722,425.83805672291436,13.334175109863281,9.41659927368164,-6.282567501068115
224,2022-04-30 16:44:12.636226,-18.693730804808204,-62.43700804519442,426.05715231766436,13.359858512878418,9.45120906829834,-6.564487457275391
225,2022-04-30 16:44:25.137166,-19.305263971275608,-61.93071887763413,426.2793450195988,13.514124870300293,9.4734525680542,-6.855165958404541
226,2022-04-30 16:44:37.653588,-19.915764395188933,-61.41966897991633,426.5034050884617,13.600018501281738,9.510018348693848,-7.514533996582031
227,2022-04-30 16:44:50.168582,-20.524331078090796,-60.90438009619493,426.7289147276267,13.612631797790527,9.62757682800293,-7.845358371734619
228,2022-04-30 16:45:02.676210,-21.130602406488986,-60.384937203569606,426.95564575634154,13.716291427612305,9.80844497680664,-8.02439022064209
229,2022-04-30 16:45:15.196800,-21.735486723594146,-59.86032544268261,427.1838463004883,13.829151153564453,9.85439395904541,-8.615981101989746
230,2022-04-30 16:45:27.635093,-22.33432121857761,-59.33440693237064,427.4116479882605,13.79289436340332,10.0115385055542,-8.77824592590332
231,2022-04-30 16:45:40.084579,-22.93154676316762,-58.80309883726035,427.64063087158354,13.829792022705078,10.087257385253906,-9.333765029907227
232,2022-04-30 16:45:52.618134,-23.530553088493882,-58.26306000362306,427.872020613312,13.9175386428833,10.16390323638916,-9.718393325805664
233,2022-04-30 16:46:05.118308,-24.125629434135984,-57.71914269571722,428.1035264404657,14.08025074005127,10.159921646118164,-9.886977195739746
234,2022-04-30 16:46:17.599795,-24.717404727796556,-57.17056072980894,428.33528743557326,14.084415435791016,10.272534370422363,-10.151723861694336
235,2022-04-30 16:46:30.097525,-25.307448839337525,-56.61559722824974,428.56782237166647,14.279390335083008,10.380899429321289,-10.274062156677246
236,2022-04-30 16:46:42.579104,-25.894142765328642,-56.055505312411576,428.8003977068807,14.970955848693848,10.425959587097168,-10.781664848327637
237,2022-04-30 16:46:55.076229,-26.47888437224518,-55.48867476829429,429.0334718425435,15.030961036682129,10.524543762207031,-11.00745964050293
238,2022-04-30 16:47:07.580279,-27.061168308883463,-54.91528878853536,429.2667511664539,15.132105827331543,10.609474182128906,-11.093364715576172
239,2022-04-30 16:47:20.067879,-27.639812943812284,-54.33623147587419,429.4996657296032,15.133316040039062,10.66986083984375,-11.35688304901123
240,2022-04-30 16:47:32.546223,-28.215060921539433,-53.75099264553914,429.73221525020807,14.863324165344238,10.677059173583984,-11.8009033203125
241,2022-04-30 16:47:45.027810,-28.787389005711688,-53.158791109324596,429.9644977786467,14.91512393951416,10.64748477935791,-11.91645622253418
242,2022-04-30 16:47:57.496223,-29.355943666576472,-52.56021203047614,430.1960727119525,15.06153392791748,10.69681167602539,-12.275130271911621
243,2022-04-30 16:48:09.904318,-29.918496956607953,-51.95737778788075,430.4259338798871,15.160734176635742,10.616116523742676,-12.570066452026367
244,2022-04-30 16:48:22.319053,-30.477996925384623,-51.346877091647414,430.65519092509487,15.259556770324707,10.617300987243652,-12.78027057647705
245,2022-04-30 16:48:34.810988,-31.03747632948096,-50.724956628068924,430.8850030577777,15.408536911010742,10.790061950683594,-13.009674072265625
246,2022-04-30 16:48:47.304191,-31.59338563200614,-50.0951109529415,431.1138282655249,15.520880699157715,10.79559326171875,-13.255559921264648
247,2022-04-30 16:48:59.804759,-32.14587166262398,-49.456809121270794,431.3416391735504,15.701251029968262,10.809035301208496,-13.419706344604492
248,2022-04-30 16:49:12.326217,-32.695394753248976,-48.80911498431516,431.5685397712243,15.602546691894531,10.917689323425293,-13.656845092773438
249,2022-04-30 16:49:24.856231,-33.24127290848297,-48.152414587301465,431.7941637406033,15.579607009887695,10.914220809936523,-13.894539833068848
250,2022-04-30 16:49:37.306170,-33.77954904021969,-47.49120541870059,432.01679034084265,15.67800521850586,10.936125755310059,-14.051816940307617
251,2022-04-30 16:49:49.796921,-34.31533562696863,-46.81888538691604,432.2384518897505,15.894073486328125,11.011516571044922,-14.344172477722168
252,2022-04-30 16:50:02.290444,-34.84684016279234,-46.137232039873446,432.4583275353924,16.072481155395508,11.068642616271973,-14.710638046264648
253,2022-04-30 16:50:14.666215,-35.36885886436536,-45.452723112636036,432.67418842401196,16.107725143432617,11.145355224609375,-15.224785804748535
254,2022-04-30 16:50:27.156246,-35.89103391360186,-44.7523079490536,432.88994688344116,16.463329315185547,11.138408660888672,-15.324195861816406
255,2022-04-30 16:50:39.656217,-36.408785479202045,-44.04146707491008,433.1036350045382,16.524267196655273,11.116378784179688,-15.695931434631348
256,2022-04-30 16:50:52.173037,-36.922230895229895,-43.31954755814187,433.3152293224487,16.65562629699707,11.189785957336426,-15.737225532531738
257,2022-04-30 16:51:04.698760,-37.43086927727321,-42.586750454989,433.5244536432261,16.58344841003418,11.105732917785645,-16.016572952270508
258,2022-04-30 16:51:17.206219,-37.93344119735361,-41.8444502941519,433.7307242732683,16.7172908782959,11.05756664276123,-16.115419387817383
259,2022-04-30 16:51:29.639646,-38.42759954206281,-41.09585252341549,433.93302035432606,16.893543243408203,11.031018257141113,-16.29976463317871
260,2022-04-30 16:51:42.192731,-38.9208419526651,-40.32901346911675,434.13434768272793,16.966773986816406,10.951692581176758,-16.440326690673828
261,2022-04-30 16:51:54.622161,-39.403436514512386,-39.558586968561684,434.33067715322767,16.993892669677734,11.060708045959473,-16.7166690826416
262,2022-04-30 16:52:07.166277,-39.88446456834691,-38.76959534707865,434.5256490866744,17.101896286010742,11.11457633972168,-16.846601486206055
263,2022-04-30 16:52:19.604535,-40.35527912786511,-37.975692168217975,434.715706565227,17.21742057800293,11.073864936828613,-16.98484230041504
264,2022-04-30 16:52:32.106221,-40.82213374246058,-37.1659247392249,434.903329428732,17.26778793334961,11.202948570251465,-17.026988983154297
265,2022-04-30 16:52:44.626224,-41.28308733466443,-36.34290286273085,435.0876835233486,17.57134437561035,11.256040573120117,-17.237810134887695
266,2022-04-30 16:52:57.166226,-41.737974412001556,-35.50626648798126,435.2686555866864,17.73561668395996,11.242348670959473,-17.329191207885742
267,2022-04-30 16:53:09.706226,-42.185850027535274,-34.657136857358516,435.44582752811056,17.74740219116211,11.129392623901367,-17.7072696685791
268,2022-04-30 16:53:22.244718,-42.62645445230584,-33.795443504901336,435.6190600996077,17.879453659057617,11.03977108001709,-17.81783103942871
269,2022-04-30 16:53:34.787934,-43.05979346478776,-32.92058704847147,435.78832159795905,18.15330696105957,11.058530807495117,-17.80441665649414
270,2022-04-30 16:53:47.313464,-43.4848887283216,-32.03399978067738,435.9532012898443,18.248430252075195,11.121109962463379,-18.03050994873047
271,2022-04-30 16:53:59.749500,-43.89918524584316,-31.140793479053293,436.11269644681005,18.29364776611328,11.13563060760498,-18.368972778320312
272,2022-04-30 16:54:12.213876,-44.30644755580773,-30.232476735885694,436.26824149846914,18.327302932739258,11.2319917678833,-18.529735565185547
273,2022-04-30 16:54:24.691264,-44.70591237849038,-29.30999496227116,436.41951770371,18.42112922668457,11.209193229675293,-18.628122329711914
274,2022-04-30 16:54:37.213269,-45.098307065655035,-28.370829059223137,436.5667731712385,18.58896827697754,11.118626594543457,-18.635469436645508
275,2022-04-30 16:54:49.742032,-45.482161508910835,-27.417663785800123,436.70943229487875,18.67113494873047,11.002581596374512,-18.699033737182617
276,2022-04-30 16:55:02.266756,-45.856907836716275,-26.451264063867875,436.8472708024275,18.753524780273438,11.077287673950195,-18.827394485473633
277,2022-04-30 16:55:14.725043,-46.22052023547021,-25.476529573391783,436.9795458822771,18.823930740356445,11.16530704498291,-18.886207580566406
278,2022-04-30 16:55:27.224482,-46.575930955750394,-24.485074996765068,437.1073211657534,19.06024169921875,11.100957870483398,-18.84440040588379
279,2022-04-30 16:55:39.671117,-46.920243776016314,-23.484394121006655,437.2295522671536,19.323532104492188,11.075040817260742,-19.03491973876953
280,2022-04-30 16:55:52.089873,-47.25400688970471,-22.472653615239942,437.3464460939205,19.4138240814209,11.155654907226562,-19.22288703918457
281,2022-04-30 16:56:04.578066,-47.5795483290386,-21.441931234859577,437.45880842650666,19.484161376953125,11.08985710144043,-19.084028244018555
282,2022-04-30 16:56:17.116728,-47.89598682022073,-20.393704362886908,437.56631090403295,19.67818260192871,11.079620361328125,-19.096542358398438
283,2022-04-30 16:56:29.655376,-48.20174446369538,-19.332245737605607,437.66840869058024,19.78682518005371,11.02822208404541,-19.380573272705078
284,2022-04-30 16:56:42.206523,-48.49686962943919,-18.256643404059517,437.76511843861175,19.747276306152344,10.919618606567383,-19.36846923828125
285,2022-04-30 16:56:54.764400,-48.7809621925597,-17.167563098100555,437.85630897003847,19.82698631286621,10.864835739135742,-19.487995147705078
286,2022-04-30 16:57:07.276712,-49.05265548029817,-16.069835666280028,437.94155586554245,19.888843536376953,10.890520095825195,-19.66053009033203
287,2022-04-30 16:57:19.762933,-49.31223951375815,-14.962129699149944,438.0209732693747,20.126073837280273,10.886039733886719,-19.931779861450195
288,2022-04-30 16:57:32.283238,-49.56072734456731,-13.839401490758112,438.09487494760214,20.20538330078125,11.008268356323242,-20.059415817260742
289,2022-04-30 16:57:44.800570,-49.79711724698453,-12.705273127570532,438.16296055382224,20.19124412536621,11.016298294067383,-20.114723205566406
290,2022-04-30 16:57:57.286643,-50.020708621816134,-11.562735195702524,438.22504338100197,20.42507553100586,11.041868209838867,-20.202045440673828
291,2022-04-30 16:58:09.808466,-50.23248495910014,-10.406068338947959,438.28140014138904,20.50287437438965,10.961440086364746,-20.273990631103516
292,2022-04-30 16:58:22.340644,-50.43174455880636,-9.238016780942559,438.3318338809014,20.668895721435547,10.813482284545898,-20.260440826416016
293,2022-04-30 16:58:34.807477,-50.61717406918849,-8.066193342713767,438.37603319163287,20.805803298950195,10.745295524597168,-20.445926666259766
294,2022-04-30 16:58:47.456214,-50.792081723547184,-6.867761334570975,438.41474697566326,20.777578353881836,10.654803276062012,-20.66798210144043
295,2022-04-30 16:59:00.136217,-50.95386791009262,-5.657335076509109,438.4473183616984,20.941925048828125,10.575642585754395,-20.659353256225586
296,2022-04-30 16:59:12.766218,-51.10135551121421,-4.443312346795516,438.4735158078054,20.979190826416016,10.450878143310547,-20.826765060424805
297,2022-04-30 16:59:25.424761,-51.23533790322144,-3.21882079812691,438.4934853096367,21.123214721679688,10.270904541015625,-20.724565505981445
298,2022-04-30 16:59:38.117356,-51.355624127015076,-1.9839605722899651,438.50715975988976,21.205364227294922,10.164910316467285,-20.701446533203125
299,2022-04-30 16:59:50.806243,-51.46167238675745,-0.7431050985495555,438.51445041229726,21.213024139404297,10.051915168762207,-20.5537052154541
300,2022-04-30 17:00:03.496221,-51.55340807296877,0.5034612972573023,438.51534066264185,21.332000732421875,9.94615650177002,-20.722597122192383
301,2022-04-30 17:00:16.041206,-51.62991578541558,1.7405329955925037,438.5099117067262,21.417451858520508,9.818990707397461,-20.57468032836914
302,2022-04-30 17:00:28.726219,-51.69285429004895,2.9954214371041923,438.4980306904749,21.450132369995117,9.661109924316406,-20.56299591064453
303,2022-04-30 17:00:41.418084,-51.74123931425587,4.25420728888231,438.47970175117246,21.622846603393555,9.642583847045898,-20.681249618530273
304,2022-04-30 17:00:54.106225,-51.774968835106854,5.51501281146238,438.4549323428662,21.559110641479492,9.59403133392334,-20.835891723632812
305,2022-04-30 17:01:06.796823,-51.79402177224465,6.777607115722818,438.4237100001012,21.593059539794922,9.570652961730957,-20.891742706298828
306,2022-04-30 17:01:19.488674,-51.79836720362054,8.041020712548212,438.3860374930686,21.76595687866211,9.501197814941406,-21.05123519897461
307,2022-04-30 17:01:32.033718,-51.788200995758885,9.289666479112176,438.34247131879533,21.79889678955078,9.397894859313965,-21.247371673583984
308,2022-04-30 17:01:44.726924,-51.76329314946371,10.552057536292123,438.2919967054313,21.882221221923828,9.368804931640625,-21.14356803894043
309,2022-04-30 17:01:57.413875,-51.72372937345735,11.811976427843081,438.2351348521801,21.9390811920166,9.323339462280273,-21.326011657714844
310,2022-04-30 17:02:10.096254,-51.66956844877499,13.068753878152554,438.1719051040526,22.09450912475586,9.361971855163574,-21.402833938598633
311,2022-04-30 17:02:22.783838,-51.60082954961338,14.32253005648902,438.1022810510564,21.974170684814453,9.367058753967285,-21.713415145874023
312,2022-04-30 17:02:35.478850,-51.5175571695193,15.572709027153207,438.02626768004205,21.90864372253418,9.415105819702148,-21.91498374938965
313,2022-04-30 17:02:48.163779,-51.41996474121548,16.81677774500527,437.9440024761476,21.859764099121094,9.138300895690918,-21.964092254638672
314,2022-04-30 17:03:00.846252,-51.30812417301156,18.0547251280415,437.8554799273224,22.096559524536133,8.979796409606934,-22.007675170898438
315,2022-04-30 17:03:13.386233,-51.18363568029685,19.272254477145673,437.7618225522018,22.1912784576416,8.805368423461914,-22.0921630859375
316,2022-04-30 17:03:25.946216,-51.04522351556049,20.48454774859506,437.6619475029449,22.186988830566406,8.660200119018555,-22.030000686645508
317,2022-04-30 17:03:38.639157,-50.891541227712715,21.701698739988103,437.5548913996824,22.19166374206543,8.64233684539795,-22.22422981262207
318,2022-04-30 17:03:51.334730,-50.72410845182824,22.910437544728154,437.4417050549764,22.261178970336914,8.566986083984375,-22.329618453979492
319,2022-04-30 17:04:04.018693,-50.54330327221302,24.10880378869858,437.3225759946484,22.260629653930664,8.422097206115723,-22.59419059753418
320,2022-04-30 17:04:16.701838,-50.34917843126788,25.297253362761097,437.1974697035003,22.1468448638916,8.344833374023438,-22.69944190979004
321,2022-04-30 17:04:29.398474,-50.14169180298726,26.476573706521055,437.066297745798,22.178808212280273,8.095013618469238,-22.941972732543945
322,2022-04-30 17:04:42.080171,-49.921515810889545,27.643628020241287,436.92942004563315,22.16960334777832,7.990030765533447,-23.104162216186523
323,2022-04-30 17:04:54.136870,-49.70039985331579,28.74266492426211,436.79392022077064,22.217716217041016,8.013456344604492,-23.015296936035156
324,2022-04-30 17:05:06.186220,-49.468129223794115,29.83043717759492,436.653338829953,22.22945785522461,7.853122234344482,-23.145471572875977
325,2022-04-30 17:05:18.246056,-49.224550902421555,30.908222483606192,436.50753092027617,22.42331314086914,7.618592262268066,-23.10605812072754
326,2022-04-30 17:05:30.296221,-48.97027073371646,31.973921666499027,436.3568077710526,22.540870666503906,7.626840114593506,-23.18111801147461
327,2022-04-30 17:05:42.355911,-48.70508758079596,33.028968797485945,436.2010001947892,22.48621368408203,7.418145179748535,-23.267330169677734
328,2022-04-30 17:05:54.414247,-48.42943726745893,34.07216637981986,436.0403175567504,22.394323348999023,7.453095436096191,-23.672609329223633
329,2022-04-30 17:06:06.474305,-48.14345929015858,35.10357654436165,435.8747952958635,22.446849822998047,7.364762783050537,-23.88859748840332
330,2022-04-30 17:06:18.531328,-47.84748021230424,36.12262175178522,435.70457867964615,22.4989013671875,7.316213607788086,-24.039283752441406
331,2022-04-30 17:06:30.590415,-47.54158993150281,37.12958987941203,435.5296782773553,22.462190628051758,7.414350986480713,-24.500228881835938
332,2022-04-30 17:06:42.650329,-47.2260311325868,38.12425661379459,435.3501949483662,22.44599151611328,7.401896953582764,-24.75739097595215
333,2022-04-30 17:06:54.707360,-46.901118716902225,39.10622896038579,435.16627225581266,22.447463989257812,7.256967544555664,-24.857891082763672
334,2022-04-30 17:07:06.766237,-46.566941555616566,40.075829855899244,434.9779281746945,22.30774688720703,7.214963436126709,-25.001461029052734
335,2022-04-30 17:07:18.825926,-46.22374029467997,41.03293136556555,434.78526961146116,22.252347946166992,7.079442024230957,-25.188888549804688
336,2022-04-30 17:07:30.887506,-45.871695419808084,41.97759737291988,434.5883725068289,22.35696792602539,6.996222496032715,-25.48174285888672
337,2022-04-30 17:07:42.954046,-45.51092294783119,42.91006191634802,434.38728018806785,22.375215530395508,6.979552268981934,-25.774377822875977
338,2022-04-30 17:07:55.014048,-45.141979410637326,43.82946438782863,434.18228416703244,22.49481201171875,6.839217185974121,-25.916688919067383
339,2022-04-30 17:08:07.073748,-44.76489067446136,44.73633422227553,433.97338338442745,22.460708618164062,6.787995338439941,-26.164304733276367
340,2022-04-30 17:08:19.133650,-44.37984836806142,45.630770600521906,433.76067283695255,22.552995681762695,6.862804412841797,-26.414081573486328
341,2022-04-30 17:08:31.192102,-43.987110689144636,46.512731779767066,433.5442877046169,22.777544021606445,6.693556308746338,-26.616304397583008
342,2022-04-30 17:08:43.251285,-43.58680931539639,47.38247126845913,433.324296944669,22.716278076171875,6.577432155609131,-26.726062774658203
343,2022-04-30 17:08:55.311040,-43.17914729903119,48.24008281130876,433.10081254300644,22.930830001831055,6.426772594451904,-27.08308219909668
344,2022-04-30 17:09:07.366701,-42.764481095310146,49.08536044246897,432.8740338404566,23.083559036254883,6.222876071929932,-27.44620704650879
345,2022-04-30 17:09:19.426779,-42.34271066477143,49.91903134244743,432.6439141743141,23.283302307128906,6.146684169769287,-27.667287826538086
346,2022-04-30 17:09:31.486317,-41.914195201281636,50.74088955612536,432.41066165484654,23.4243221282959,6.000384330749512,-28.00823974609375
347,2022-04-30 17:09:43.545952,-41.47909764151078,51.551132084024196,432.1743806438933,23.571422576904297,5.991931915283203,-28.278676986694336
348,2022-04-30 17:09:55.603002,-41.03769943451338,52.34974165796672,431.9352432965524,23.737215042114258,5.986818790435791,-28.600500106811523
349,2022-04-30 17:10:07.661488,-40.59003220271096,53.13715519208553,431.6932898917842,23.88730812072754,5.926183700561523,-28.672609329223633
350,2022-04-30 17:10:19.721329,-40.13627214807817,53.91353719691228,431.44864278336195,24.132925033569336,5.9713640213012695,-28.7824649810791
351,2022-04-30 17:10:31.778585,-39.67673911275408,54.6788168374449,431.201504866688,24.13460350036621,5.909653663635254,-28.850658416748047
352,2022-04-30 17:10:43.838210,-39.211411485807574,55.433494852671025,430.95189860899694,24.232784271240234,5.8418288230896,-29.108518600463867
353,2022-04-30 17:10:55.897866,-38.74054171420778,56.17761103325935,430.6999972047606,24.40220832824707,5.781367301940918,-29.228490829467773
354,2022-04-30 17:11:07.956001,-38.26435062632383,56.91126599249892,430.4459596427653,24.476242065429688,5.844903945922852,-29.78170394897461
355,2022-04-30 17:11:20.015815,-37.78286819316714,57.63485015056061,430.1898462115734,24.663074493408203,5.714872360229492,-29.82267951965332
356,2022-04-30 17:11:32.073071,-37.29641589982116,58.34831007342437,429.93187531421097,24.93429946899414,5.643448352813721,-29.70883560180664
357,2022-04-30 17:11:44.132789,-36.80493967240346,59.052144017411756,429.67206885987065,25.23731231689453,5.766192436218262,-30.024982452392578
358,2022-04-30 17:11:56.192496,-36.30868383014032,59.746406738394306,429.4106098492361,25.594776153564453,5.578896522521973,-30.39777374267578
359,2022-04-30 17:12:08.249597,-35.80789768008539,60.431155436896425,429.14768581758284,25.806501388549805,5.5934553146362305,-30.549049377441406
360,2022-04-30 17:12:20.309585,-35.30249097887762,61.10690489866764,428.8833086702498,26.137100219726562,5.571564674377441,-30.730438232421875
361,2022-04-30 17:12:32.366340,-34.79285420769416,61.77351673226652,428.6177445109634,26.301679611206055,5.500978946685791,-30.930692672729492
362,2022-04-30 17:12:44.426256,-34.27884788635183,62.43154802462162,428.35098509100436,26.631980895996094,5.416199207305908,-31.354001998901367
363,2022-04-30 17:12:56.485910,-33.76074364882345,63.0810119374719,428.08323862924664,26.984254837036133,5.438135147094727,-31.48526382446289
364,2022-04-30 17:13:08.543388,-33.23874886429716,63.722010209111666,427.8146810759888,27.29792594909668,5.4675421714782715,-31.74959373474121
365,2022-04-30 17:13:20.603420,-32.71278005787137,64.35499410684783,427.54534084357203,27.40094566345215,5.4381842613220215,-32.07023620605469
366,2022-04-30 17:13:32.663289,-32.18307166498725,64.9800190129972,427.27541169624294,27.684581756591797,5.474494934082031,-32.32563781738281
367,2022-04-30 17:13:44.720501,-31.64984917353842,65.59715645630222,427.00508329629037,27.941511154174805,5.570882320404053,-32.42036056518555
368,2022-04-30 17:13:56.780480,-31.11298432896203,66.20688027477243,426.73436765055146,28.269023895263672,5.484409809112549,-32.305091857910156
369,2022-04-30 17:14:08.840150,-30.57272193448701,66.80922690420103,426.4634673002409,28.50301742553711,5.470178604125977,-32.48208236694336
370,2022-04-30 17:14:20.897454,-30.029261278485315,67.40428835196246,426.1925618076735,28.882129669189453,5.663008213043213,-32.787086486816406
371,2022-04-30 17:14:32.946262,-29.482985412525164,67.99196254126575,425.9219213723901,29.230253219604492,5.554187774658203,-32.980045318603516
372,2022-04-30 17:14:45.006007,-28.933113156394178,68.57338269964453,425.6512422118435,29.582744598388672,5.48661994934082,-32.90420150756836
373,2022-04-30 17:14:57.065686,-28.380240154734476,69.14819469122492,425.380903768848,29.949661254882812,5.271237373352051,-33.08237075805664
374,2022-04-30 17:15:09.123702,-27.824534719651798,69.71650820236147,425.11107283629724,30.410728454589844,5.212069988250732,-33.09009552001953
375,2022-04-30 17:15:21.183411,-27.26593614605017,70.27866138297112,424.841805696449,30.67208480834961,5.385890007019043,-33.38614273071289
376,2022-04-30 17:15:33.243330,-26.704602617702182,70.83476269711247,424.57326555069125,31.11375617980957,6.1636738777160645,-33.414642333984375
377,2022-04-30 17:15:45.296268,-26.140959349769496,71.38466163740638,424.3057411107949,31.456600189208984,6.030190944671631,-33.44300079345703
378,2022-04-30 17:15:57.355903,-25.57445371227601,71.92915520885109,424.0390575266448,31.905723571777344,5.9757280349731445,-33.586402893066406
379,2022-04-30 17:16:09.415544,-25.005480502830405,72.46810896314491,423.7734903741177,32.34967041015625,5.771585464477539,-33.66682434082031
380,2022-04-30 17:16:21.475213,-24.434121795791697,73.00169136228017,423.50916611360446,32.77941131591797,5.606314659118652,-33.47978210449219
381,2022-04-30 17:16:33.534887,-23.86045783924829,73.53006824027995,423.2462101243084,33.16263961791992,5.591766834259033,-33.403350830078125
382,2022-04-30 17:16:45.594061,-23.284591577132677,74.05338075516582,422.98475766643963,33.63497543334961,5.574227809906006,-33.3857536315918
383,2022-04-30 17:16:57.653669,-22.706554284098708,74.57183099288109,422.72491100554555,34.273094177246094,5.415236949920654,-33.145198822021484
384,2022-04-30 17:17:09.713382,-22.12643640114976,75.08556291665609,422.4667988077627,34.692352294921875,5.309093475341797,-33.10905838012695
385,2022-04-30 17:17:21.773174,-21.544312162490332,75.59473144392196,422.21054162995466,35.1131591796875,5.223311901092529,-33.007232666015625
386,2022-04-30 17:17:33.832998,-20.96025434174564,76.09948905738834,421.9562585342924,35.61997985839844,5.168432712554932,-32.582191467285156
387,2022-04-30 17:17:45.892679,-20.374341664187522,76.59997960872556,421.70407015035227,36.04908752441406,5.2358293533325195,-32.374977111816406
388,2022-04-30 17:17:57.952690,-19.78661886163997,77.09637231583442,421.45408149098307,36.48517608642578,5.217047214508057,-32.15407943725586
389,2022-04-30 17:18:10.006209,-19.197486453000373,77.58853648166114,421.2065454436285,36.76368713378906,5.229666709899902,-31.817150115966797
390,2022-04-30 17:18:22.066210,-18.606376005603735,78.07714643939123,420.96130709536277,37.1375732421875,5.192173480987549,-31.756999969482422
391,2022-04-30 17:18:34.126603,-18.0136484441549,78.56209515355913,420.71860179016994,37.793209075927734,5.022974491119385,-31.8258056640625
392,2022-04-30 17:18:46.183584,-17.419553885529595,79.04337190990499,420.4786125388932,38.32745361328125,4.910796642303467,-31.57207489013672
393,2022-04-30 17:18:58.243109,-16.823860431551207,79.52135368417906,420.24132590560714,38.82988739013672,4.999183177947998,-31.386930465698242
394,2022-04-30 17:19:10.300250,-16.226872012648304,79.99598172717971,420.006942282795,39.43954849243164,5.080737590789795,-30.973756790161133
395,2022-04-30 17:19:22.360493,-15.628376231524639,80.46760660809751,419.7754564678141,39.97049331665039,5.131642818450928,-30.735509872436523
396,2022-04-30 17:19:34.416216,-15.028809302390519,80.93606426913234,419.54711291417277,40.3975944519043,5.083635330200195,-30.34943199157715
397,2022-04-30 17:19:46.466229,-14.428289567483917,81.40144318464984,419.32202686195564,40.82752227783203,5.131899833679199,-29.968461990356445
398,2022-04-30 17:19:58.525729,-13.8261153111786,81.86445860000754,419.1000100786382,41.24009323120117,5.203322887420654,-29.817176818847656
399,2022-04-30 17:20:10.576237,-13.22326400046075,82.32452915693543,418.88149445327304,41.692169189453125,5.286095142364502,-29.614580154418945
400,2022-04-30 17:20:22.636061,-12.618875216648131,82.78247947294706,418.6662377798594,42.15950012207031,5.392589569091797,-29.47065544128418
401,2022-04-30 17:20:34.693223,-12.013601169887389,83.23797838276933,418.45454311025816,42.6032829284668,5.26015043258667,-28.96007537841797
402,2022-04-30 17:20:46.746218,-11.407571191731702,83.69109459418124,418.2465179913664,42.901424407958984,5.273189544677734,-28.45162582397461
403,2022-04-30 17:20:58.806013,-10.800285870613155,84.14236191081926,418.04205587408427,43.368282318115234,5.32396125793457,-27.900876998901367
